2.5    0
7.5    0.119
12.5   0.142
17.5   0.158 
22.5   0.153 
27.5   0.108 
32.5   0.090 
35.5   0.074 
42.5   0.058 
47.5   0.032
52.5   0.021 
57.5   0.013 
62.5   0.011 
67.5   0.011 
72.5   0.003 
77.5   0.000 
82.5   0.005 
87.5   0.003 
92.5   0.002
97.5   0.000
102.5  0.000
107.5  0.000
112.5  0.000
117.5  0.000
122.5  0.000
127.5  0.000
132.5  0.000
137.5  0.000
142.5  0.000
147.5  0.000
152.5  0.000
157.5  0.000
162.5  0.000
167.5  0.000
172.5  0.000
177.5  0.000
182.5  0.000
188.5  0.000
192.5  0.000
197.5  0.000
202.5  0.000
207.5  0.000
212.5  0.000
217.5  0.000
222.5  0.000
227.5  0.000
232.5  0.000
237.5  0.000
242.5  0.000
247.5  0.000
252.5  0.000
257.5  0.000
262.5  0.000
267.5  0.000
272.5  0.000
277.5  0.000
282.5  0.000
287.5  0.000
292.5  0.000
297.5  0.000
302.5  0.000		
307.5  0.000		
312.5  0.000		
317.5  0.000		
322.5  0.000		
327.5  0.000		
332.5  0.000		
337.5  0.000		
342.5  0.000		
347.5  0.000		
352.5  0.000		
357.5  0.000		
362.5  0.000		
367.5  0.000		
372.5  0.000		
377.5  0.000		
382.5  0.000		
387.5  0.000		
392.5  0.000		
397.5  0.000		
402.5  0.000		
407.5  0.000		
412.5  0.000		
417.5  0.000		
422.5  0.000		
427.5  0.000		
432.5  0.000		
437.5  0.000		
442.5  0.000		
447.5  0.000		
452.5  0.000		
457.5  0.000		
462.5  0.000		
467.5  0.000		
472.5  0.000		
477.5  0.000		
482.5  0.000		
487.5  0.000		
492.5  0.000		
497.5  0.000		
502.5  0.000		
507.5  0.000		
512.5  0.000		
517.5  0.000		
522.5  0.000		
527.5  0.000		
532.5  0.000		
537.5  0.000		
542.5  0.000		
547.5  0.000		
552.5  0.000		
557.5  0.000		
562.5  0.000		
567.5  0.000		
572.5  0.000		
577.5  0.000		
582.5  0.000		
587.5  0.000		
592.5  0.000		
597.5  0.000		
602.5  0.000            
